index,state,county,no_01,no_02,no_03,no_other,yes_01,yes_02,yes_03,yes_other,evac
1037,FL,monroe county,,,,,information about the severity of the storm,probability (odds) were high that the storm could hit,,,"yes, evacuated"
1038,FL,escambia county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
1039,FL,inland counties,14,,,,,,,,"no, did not evacuate"
1040,FL,escambia county,1,,,,,,,,"no, did not evacuate"
1041,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1042,FL,gulf county,,,,,advice from national weather service,,,,"yes, evacuated"
1043,FL,inland counties,,,,,loss of utilities--family member with special needs,,,,"yes, evacuated"
1044,FL,escambia county,6,,,,,,,,"no, did not evacuate"
1045,FL,inland counties,6,,,,,,,,"no, did not evacuate"
1046,FL,franklin county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
1047,FL,inland counties,24,,,,,,,,"no, did not evacuate"
1048,FL,okaloosa county,,,,,information about the severity of the storm,experience in other storms,,,"yes, evacuated"
1049,FL,monroe county,,,,,concerned strong winds would make house unsafe,concerned storm would cause home to flood,concerned that storm might hit,,"yes, evacuated"
1050,FL,monroe county,,,,,concerned that storm might hit,information about the severity of the storm,,,"yes, evacuated"
1051,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1052,FL,monroe county,1,"other, specify:____",,HARD TO GET OUT,,,,,"no, did not evacuate"
1053,FL,monroe county,29,,,BECAUSE WE NEVER LEAVE.,,,,,"no, did not evacuate"
1054,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1055,FL,monroe county,6,"other, specify:____",,PREFERS TO STAY AT HOME WITH HUSBAND WITH STROKE,,,,,"no, did not evacuate"
1056,FL,franklin county,,,,,advice or order by public safety officials,,,,"yes, evacuated"
1057,FL,monroe county,1,other information indicated storm wouldn't hit,,,,,,,"no, did not evacuate"
1058,FL,franklin county,16,,,,,,,,"no, did not evacuate"
1059,FL,monroe county,16,,,,,,,,"no, did not evacuate"
1060,FL,franklin county,29,,,BECAUSE WE ALWAYS STAY.,,,,,"no, did not evacuate"
1061,FL,monroe county,,,,,don't know,,,,"yes, evacuated"
1062,FL,monroe county,6,,,,,,,,"no, did not evacuate"
1063,FL,santa rosa county,6,,,,,,,,"no, did not evacuate"
1064,FL,inland counties,6,,,,,,,,"no, did not evacuate"
1065,FL,inland counties,1,officials didn't say to evacuate,,,,,,,"no, did not evacuate"
1066,FL,monroe county,30,,,,,,,,"no, did not evacuate"
1067,FL,escambia county,7,,,,,,,,"no, did not evacuate"
1068,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1069,FL,franklin county,3,house is well built (strong enough to be safe in storm),home is elevated above the level of storm surge,,,,,,"no, did not evacuate"
1070,FL,inland counties,6,,,,,,,,"no, did not evacuate"
1071,FL,monroe county,,,,,concerned flooding would cut off roads ,,,,"yes, evacuated"
1072,FL,monroe county,,,,,information about the severity of the storm,,,,"yes, evacuated"
1073,FL,escambia county,24,,,,,,,,"no, did not evacuate"
1074,FL,monroe county,30,,,,,,,,"no, did not evacuate"
1075,FL,escambia county,30,,,,,,,,"no, did not evacuate"
1076,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1077,FL,monroe county,29,,,WASN'T SCARED,,,,,"no, did not evacuate"
1078,FL,escambia county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
1079,FL,monroe county,,,,,advice from friend or relative,,,,"yes, evacuated"
1080,FL,franklin county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
1081,FL,escambia county,17,,,,,,,,"no, did not evacuate"
1082,FL,walton county,6,,,,,,,,"no, did not evacuate"
1083,FL,monroe county,,,,,forecast indicated storm would hit,concerned flooding would cut off roads ,,,"yes, evacuated"
1084,FL,santa rosa county,29,,,HUSBAND HAD OPEN HEART SURGERY AND SHE IS DEPUTY,,,,,"no, did not evacuate"
1085,FL,monroe county,,,,,experience in other storms,advice or order by elected officials,advice from national weather service,,"yes, evacuated"
1086,FL,inland counties,29,,,I WAS DUE IN THE HOSPITAL THE NEXT MORNING.,,,,,"no, did not evacuate"
1087,FL,escambia county,6,,,,,,,,"no, did not evacuate"
1088,FL,okaloosa county,,,,,information about the severity of the storm,forecast indicated storm would hit,,,"yes, evacuated"
1089,FL,franklin county,30,,,,,,,,"no, did not evacuate"
1090,FL,inland counties,,,,,loss of utilities--family member with special needs,,,,"yes, evacuated"
1091,FL,monroe county,,,,,national weather service issued hurricane warning,,,,"yes, evacuated"
1092,FL,inland counties,6,other information indicated storm wouldn't hit,,,,,,,"no, did not evacuate"
1093,FL,monroe county,1,officials seemed unsure whether evacuation was necessary,,,,,,,"no, did not evacuate"
1094,FL,monroe county,9,,,,,,,,"no, did not evacuate"
1095,FL,monroe county,18,,,,,,,,"no, did not evacuate"
1096,FL,monroe county,3,,,,,,,,"no, did not evacuate"
1097,FL,monroe county,21,,,,,,,,"no, did not evacuate"
1098,FL,gulf county,14,no place to take pets/shelter would not accept pets,,,,,,,"no, did not evacuate"
1099,FL,monroe county,,,,,advice or order by public safety officials,probability (odds) were high that the storm could hit,,,"yes, evacuated"
1100,FL,escambia county,7,,,,,,,,"no, did not evacuate"
1101,FL,franklin county,2,,,,,,,,"no, did not evacuate"
1102,FL,okaloosa county,,,,,experience in other storms,information about the severity of the storm,,,"yes, evacuated"
1103,FL,bay county,29,,,JUST DECIDED NOT TO LEAVE,,,,,"no, did not evacuate"
1104,FL,monroe county,4,,,,,,,,"no, did not evacuate"
1105,FL,santa rosa county,,,,,advice-order from police officer or fire fighter,,,,"yes, evacuated"
1106,FL,gulf county,7,,,,,,,,"no, did not evacuate"
1107,FL,bay county,9,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
1108,FL,franklin county,1,,,,,,,,"no, did not evacuate"
1109,FL,monroe county,4,,,,,,,,"no, did not evacuate"
1110,FL,escambia county,1,,,,,,,,"no, did not evacuate"
1111,FL,franklin county,1,officials said evacuation was not necessary,location was on the weak (left) side of the storm,,,,,,"no, did not evacuate"
1112,FL,inland counties,6,,,,,,,,"no, did not evacuate"
1113,FL,escambia county,6,,,,,,,,"no, did not evacuate"
1114,FL,monroe county,6,probabilities indicated low chance of a hit,,,,,,,"no, did not evacuate"
1115,FL,inland counties,6,location was on the weak (left) side of the storm,forecast said storm would hit a different location,,,,,,"no, did not evacuate"
1116,FL,okaloosa county,4,,,,,,,,"no, did not evacuate"
1117,FL,monroe county,,,,,concerned that storm might hit,,,,"yes, evacuated"
1118,FL,escambia county,,,,,advice from the media,,,,"yes, evacuated"
1119,FL,franklin county,2,forecast said storm would hit a different location,,,,,,,"no, did not evacuate"
1120,FL,inland counties,4,,,,,,,,"no, did not evacuate"
1121,FL,monroe county,16,,,,,,,,"no, did not evacuate"
1122,FL,okaloosa county,,,,,information about the severity of the storm,,,,"yes, evacuated"
1123,FL,escambia county,21,,,,,,,,"no, did not evacuate"
1124,FL,escambia county,1,,,,,,,,"no, did not evacuate"
1125,FL,escambia county,29,,,I ALWAYS STAY HERE FOR ANY STORM,,,,,"no, did not evacuate"
1126,FL,gulf county,28,,,,,,,,"no, did not evacuate"
1127,FL,inland counties,1,,,,,,,,"no, did not evacuate"
1128,FL,bay county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
1129,FL,inland counties,5,,,,,,,,"no, did not evacuate"
1130,FL,franklin county,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
1131,FL,escambia county,30,,,,,,,,"no, did not evacuate"
1132,FL,bay county,29,,,DID NOT WANT TO LEAVE,,,,,"no, did not evacuate"
1133,FL,bay county,,,,,advice from friend or relative,,,,"yes, evacuated"
1134,FL,inland counties,18,,,,,,,,"no, did not evacuate"
1135,FL,okaloosa county,,,,,experience in other storms,,,,"yes, evacuated"
1136,FL,monroe county,,,,,advice or order by elected officials,advice or order by public safety officials,advice from national weather service,,"yes, evacuated"
1137,FL,escambia county,6,,,,,,,,"no, did not evacuate"
1138,FL,escambia county,6,,,,,,,,"no, did not evacuate"
1139,FL,walton county,9,,,,,,,,"no, did not evacuate"
1140,FL,okaloosa county,7,,,,,,,,"no, did not evacuate"
1141,FL,escambia county,,,,,concerned that storm might hit,,,,"yes, evacuated"
1142,FL,monroe county,1,officials said evacuation was not necessary,evacuation notice from officials came too late,,,,,,"no, did not evacuate"
1143,FL,monroe county,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
1144,FL,inland counties,,,,,advice from friend or relative,,,,"yes, evacuated"
1145,FL,bay county,,,,,advice from friend or relative,concerned strong winds would make house unsafe,,,"yes, evacuated"
1146,FL,gulf county,,,,,advice or order by elected officials,advice or order by public safety officials,,,"yes, evacuated"
1147,FL,escambia county,6,,,,,,,,"no, did not evacuate"
1148,FL,monroe county,,,,,advice or order by elected officials,advice from the media,advice from national weather service,,"yes, evacuated"
1149,FL,franklin county,29,forecast said storm would hit a different location,,BECAUSE OF JOB STAYED,,,,,"no, did not evacuate"
1150,FL,okaloosa county,6,"other, specify:____",,DIDN'T HAVE ANY PROBLEMS IN PAST,,,,,"no, did not evacuate"
1151,FL,monroe county,4,,,,,,,,"no, did not evacuate"
1152,FL,inland counties,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
1153,FL,franklin county,,,,,concerned that storm might hit,forecast indicated storm would hit,,,"yes, evacuated"
1154,FL,inland counties,29,,,FELT NO NEED,,,,,"no, did not evacuate"
1155,FL,inland counties,,,,,"other, specify",,,WE WERE ON UNSAFE HOME LIVESTOCK HORSES TOOK WITH US.,"yes, evacuated"
1156,FL,inland counties,6,,,,,,,,"no, did not evacuate"
1157,FL,monroe county,3,storm wasn't severe enough to be dangerous even if it hit,concerned if could re-enter community after evacuating,,,,,,"no, did not evacuate"
1158,FL,escambia county,29,,,I UNDERESTIMATED IT,,,,,"no, did not evacuate"
1159,FL,walton county,6,,,,,,,,"no, did not evacuate"
1160,FL,monroe county,5,,,,,,,,"no, did not evacuate"
1161,FL,franklin county,,,,,advice from the media,,,,"yes, evacuated"
1162,FL,escambia county,6,,,,,,,,"no, did not evacuate"
1163,FL,bay county,5,forecast said storm would hit a different location,,,,,,,"no, did not evacuate"
1164,FL,monroe county,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
1165,FL,monroe county,16,had no place to go,,,,,,,"no, did not evacuate"
1166,FL,monroe county,15,,,,,,,,"no, did not evacuate"
1167,FL,escambia county,6,,,,,,,,"no, did not evacuate"
1168,FL,escambia county,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
1169,FL,escambia county,22,,,,,,,,"no, did not evacuate"
1170,FL,okaloosa county,29,,,I WAS ORDERED TO WORK,,,,,"no, did not evacuate"
1171,FL,bay county,7,,,,,,,,"no, did not evacuate"
1172,FL,inland counties,4,,,,,,,,"no, did not evacuate"
1173,FL,escambia county,6,,,,,,,,"no, did not evacuate"
1174,FL,franklin county,,,,,don't know,,,,"yes, evacuated"
1175,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1176,FL,monroe county,,,,,loss of utilities--family member with special needs,forecast indicated storm would hit,,,"yes, evacuated"
1177,FL,bay county,21,no place to take pets/shelter would not accept pets,,,,,,,"no, did not evacuate"
1178,FL,gulf county,18,,,,,,,,"no, did not evacuate"
1179,FL,escambia county,6,,,,,,,,"no, did not evacuate"
1180,FL,monroe county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
1181,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1182,FL,franklin county,20,no place to take pets/shelter would not accept pets,,,,,,,"no, did not evacuate"
1183,FL,inland counties,12,,,,,,,,"no, did not evacuate"
1184,FL,monroe county,24,,,,,,,,"no, did not evacuate"
1185,FL,escambia county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
1186,FL,escambia county,,,,,"other, specify",,,"IT STARTED GETTING BAD, THE WIND.","yes, evacuated"
1187,FL,monroe county,,,,,concerned that storm might hit,,,,"yes, evacuated"
1188,FL,inland counties,1,,,,,,,,"no, did not evacuate"
1189,FL,bay county,18,,,,,,,,"no, did not evacuate"
1190,FL,escambia county,24,,,,,,,,"no, did not evacuate"
1191,FL,inland counties,4,,,,,,,,"no, did not evacuate"
1192,FL,escambia county,6,,,,,,,,"no, did not evacuate"
1193,FL,monroe county,16,,,,,,,,"no, did not evacuate"
1194,FL,inland counties,5,,,,,,,,"no, did not evacuate"
1195,FL,monroe county,,,,,"other, specify",,,TO GO BOARD UP DAUGHTER HOUSE TO HELP HER SERASOTA HOME,"yes, evacuated"
1196,FL,monroe county,1,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
1197,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1198,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1199,FL,bay county,,,,,advice or order by public safety officials,advice or order by elected officials,,,"yes, evacuated"
1200,FL,monroe county,,,,,"other, specify",,,BECAUSE OF THE DOLPHINS GAME AND BECAUS OF MY CHILDREN,"yes, evacuated"
1201,FL,franklin county,28,,,,,,,,"no, did not evacuate"
1202,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1203,FL,escambia county,7,,,,,,,,"no, did not evacuate"
1204,FL,bay county,29,,,I DIDN'T FEEL IT WAS NECESSARY,,,,,"no, did not evacuate"
1205,FL,monroe county,,,,,advice or order by elected officials,,,,"yes, evacuated"
1206,FL,inland counties,6,,,,,,,,"no, did not evacuate"
1207,FL,monroe county,21,,,,,,,,"no, did not evacuate"
1208,FL,inland counties,19,,,,,,,,"no, did not evacuate"
1209,FL,franklin county,1,,,,,,,,"no, did not evacuate"
1210,FL,franklin county,1,,,,,,,,"no, did not evacuate"
1211,FL,franklin county,15,wanted to protect property from storm,,,,,,,"no, did not evacuate"
1212,FL,monroe county,,,,,information about the severity of the storm,,,,"yes, evacuated"
1213,FL,walton county,18,,,,,,,,"no, did not evacuate"
1214,FL,escambia county,21,,,,,,,,"no, did not evacuate"
1215,FL,bay county,4,,,,,,,,"no, did not evacuate"
1216,FL,escambia county,,,,,advice from friend or relative,,,,"yes, evacuated"
1217,FL,escambia county,,,,,advice or order by public safety officials,advice or order by elected officials,,I LIVE IN A TRAILER,"yes, evacuated"
1218,FL,bay county,4,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
1219,FL,inland counties,,,,,advice from the media,,,,"yes, evacuated"
1220,FL,monroe county,,,,,concerned that storm might hit,,,,"yes, evacuated"
1221,FL,franklin county,1,,,,,,,,"no, did not evacuate"
1222,FL,bay county,4,conflicting official messages if evacuation was necessary,,,,,,,"no, did not evacuate"
1223,FL,monroe county,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
1224,FL,inland counties,5,,,,,,,,"no, did not evacuate"
1225,FL,monroe county,30,,,,,,,,"no, did not evacuate"
1226,FL,franklin county,,,,,"other, specify",,,HAD NEW BABY AND DID NOT WASNT RISKS,"yes, evacuated"
1227,FL,escambia county,,,,,"other, specify",,,FATHER WAS ILL,"yes, evacuated"
1228,FL,monroe county,,,,,advice or order by elected officials,,,,"yes, evacuated"
1229,FL,escambia county,29,,,UNDERESTIMATED ITS FORCE,,,,,"no, did not evacuate"
1230,FL,bay county,8,,,,,,,,"no, did not evacuate"
1231,FL,inland counties,6,,,,,,,,"no, did not evacuate"
1232,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1233,FL,monroe county,12,storm wasn't severe enough to be dangerous even if it hit,,,,,,,"no, did not evacuate"
1234,FL,monroe county,,,,,advice from national weather service,,,,"yes, evacuated"
1235,FL,monroe county,1,,,,,,,,"no, did not evacuate"
1236,FL,inland counties,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
1237,FL,monroe county,2,,,,,,,,"no, did not evacuate"
1238,FL,inland counties,5,,,,,,,,"no, did not evacuate"
1239,FL,bay county,29,,,ORDERED TO STAY IN PLACE,,,,,"no, did not evacuate"
1240,FL,franklin county,6,,,,,,,,"no, did not evacuate"
1241,FL,escambia county,21,,,,,,,,"no, did not evacuate"
1242,FL,escambia county,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
1243,FL,monroe county,6,,,,,,,,"no, did not evacuate"
1244,FL,franklin county,30,,,,,,,,"no, did not evacuate"
1245,FL,franklin county,1,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
1246,FL,escambia county,7,,,,,,,,"no, did not evacuate"
1247,FL,inland counties,,,,,national weather service issued hurricane warning,,,,"yes, evacuated"
1248,FL,escambia county,14,,,,,,,,"no, did not evacuate"
1249,FL,inland counties,1,,,,,,,,"no, did not evacuate"
1250,FL,bay county,4,,,,,,,,"no, did not evacuate"
1251,FL,monroe county,7,,,,,,,,"no, did not evacuate"
1252,FL,okaloosa county,6,,,,,,,,"no, did not evacuate"
1253,FL,monroe county,14,,,,,,,,"no, did not evacuate"
1254,FL,santa rosa county,,,,,information about the severity of the storm,,,,"yes, evacuated"
1255,FL,gulf county,4,,,,,,,,"no, did not evacuate"
1256,FL,walton county,,,,,advice from friend or relative,,,,"yes, evacuated"
1257,FL,monroe county,21,,,,,,,,"no, did not evacuate"
1258,FL,inland counties,6,,,,,,,,"no, did not evacuate"
1259,FL,franklin county,1,,,,,,,,"no, did not evacuate"
1260,FL,gulf county,29,,,WORK FOR GULF COAST ELECTRIC I KNEW THEY WERE GOING TO CALL ME TO GO TO WRK,,,,,"no, did not evacuate"
1261,FL,santa rosa county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
1262,FL,inland counties,23,had no place to go,,,,,,,"no, did not evacuate"
